,ids,Forecasted_gmv_values
95,09449a97-fa7a-14b0-b4d1-630a3268e92b,44223.1736198567
96,094e8d7b-68d6-09ec-6f0c-09a520632407,14677.488905216876
97,0956b326-6af9-e7d5-b619-2485c72b9b25,8611.256882917089
98,095859f7-610a-22d9-84a0-1681277e68dc,37622.42092634961
99,09a024d4-31ce-6830-99ce-734e5998e86e,-86112.65270401088
100,09ce689b-f968-7434-ad21-715531ef5d1e,15242.758090779502
101,09d1a23b-41ed-0ad7-f799-e29648d44935,16668.56814583618
102,09edc0e4-dfb6-a6ec-78a4-c61ca22287fe,23496.80919530189
103,0a00792f-1475-161e-0cd7-cea507b008f8,24615.78722790588
104,0a02da60-749d-4601-df98-377981bd5336,3998.0
105,0a0bde93-307e-79b4-7740-79fcca49ae99,20033.009624263883
106,0a1ef423-c774-2f6f-73cf-95610dacd533,41771.056575501185
107,0a22b2ce-234e-85fe-3cee-7eb021653fa6,13873.636817912358
108,0a34886c-802e-aa41-06bc-6b82f5943dda,33563.699399850724
109,0a3c2c6f-ef2d-9a38-e6e4-b8df0b6d9611,18808.519995899325
110,0a3db26e-992d-dd24-054f-7963b6e1da18,11235.135578739588
111,0a53381b-2677-39f7-fe90-db0bce796b42,24400.61462597918
112,0a964cb9-a62a-24d0-1047-111af5dcd525,17826.485395183656
113,0a97b6f9-aaf5-0770-a208-1bc46f3454e0,11032.913357994896
114,0ad75046-9ea4-246f-0857-cabee086f500,17568.165411227874
115,0ae1f4ac-5bd2-5526-6aa6-897a213a6a4a,15656.85188438688
116,0af3b8f2-1b74-9e30-b2a2-9e5708ff1966,16825.053408515956
117,0b0eab3c-2620-5321-bb93-3b849e996246,18450.36269202315
118,0b11354c-3a9e-0435-0a56-e0661be77a10,24501.49837994138
119,0b3cdb8a-0d10-6bc4-18f9-ae8d505f367e,9315.698722848088
120,0b5846c8-79e3-2aa0-e223-8f5548e422fd,25182.26665141315
121,0b652dbd-a7e3-8bc5-4ef9-e157e439d480,28717.436146566164
122,0b6ccca2-c907-af5d-8a8f-08658fc929bd,44618.356291740114
123,0b96eda5-e737-bad2-d7c6-dbbc77222ef6,16359.099839812898
124,0ba04c24-970a-b251-3c1f-35ebc15b9b39,56879.56833270552
125,0babd726-0932-43d4-7738-0d2837a5b39e,24132.70833333334
126,0bd89c73-95c1-b122-4f9e-89ef7bc1ad83,18920.652005823413
127,0bde3249-cd06-a3c9-d149-fe6377f141cd,28383.70734495922
128,0bded216-0863-3195-e960-a9f6b395bc69,20003.719681332506
129,0be1a657-606a-e32b-8987-7942eacef95f,14676.573113191682
130,0be31109-a185-a46d-5be9-d91857a798d8,11317.555555555555
131,0bef89ce-1e0c-0de7-1cfc-3591349b64a9,36710.71781467092
132,0c20f65e-fcdc-610b-3e30-f2329d2ceb6d,21745.243792177855
133,0c377a52-6fed-8601-4d41-c1455a1a0983,16176.19162928794
134,0c45d498-dc4a-e227-a0c6-4521e94ba284,16977.66360116129
135,0c5f152b-db9f-c99f-5ea7-917eb4e6889a,15655.000528919767
136,0c614595-9d7c-5882-5ce3-2ac34a1e1ea7,22014.582029110934
137,0c7233c7-febd-7778-1327-c6610d54f5bd,35021.90447672639
138,0c962c3c-4e7c-8463-3908-b06c0a5d8c19,18551.974728271794
139,0ca97c64-02bc-5d78-a13e-13e71ea0f50f,27308.65743697592
140,0ca97ff3-a2cf-ff86-fae0-072f39fc7c2d,23755.23800653511
141,0cb22049-7ec9-4efc-a8c7-00b57379f4cc,19105.03405535534
142,0cc458db-4700-ef81-6b9f-f7cfdc99c42c,54037.66938992117
143,0cce0637-c7ff-80a1-0239-4ef28c184ba0,24189.784282510613
144,0cda520b-9aaf-6a93-60f2-10f006ade140,25676.750000000004
145,0cdff20e-c1e7-5ade-858e-8dfb98468947,146832.53417112486
146,0ce72660-40b7-cfa8-fa92-f71ca40573b3,30392.07946199204
147,0d0bd1c4-921a-3d1c-5408-ebd5e17425e7,16993.092778272003
148,0d0c61fd-4700-feb8-3408-850e0fdc26f4,15225.280867232503
149,0d0da057-270a-8e47-7278-3dc3691712fc,8700.128907008257
150,0d148001-3440-3f39-666f-6fa04289e5b6,-13118.14847895156
151,0d16422e-94db-2613-9fb5-559e8b9e1fb2,32129.34636634084
152,0d5e0895-d751-1fe6-183f-c86afad2873a,29944.375000000007
153,0d9ecdf1-29eb-dc72-619e-a432f78c9f9b,6291.452936030482
154,0dcf035b-7552-c6e8-6953-a1155a62ddc4,8333.0
155,0de63c6d-92b0-5864-68d4-c57ed379f377,12023.50823298603
156,0df099c5-62a7-7dc7-b273-38fcdfa69923,25394.252800225397
157,0df23548-2c12-129c-487b-0acfc535c13d,13527.916666666668
158,0dfb75cf-59d8-6ac1-73d1-f783e311da73,7909.713846469342
159,0e1bebee-5052-cfb0-b33a-463cd3e01f89,15661.730936596374
160,0e1d0ad4-2fe4-e5cc-7eb5-31cce23e4a50,8479.000000000002
161,0e1ee981-43e3-af49-34bd-ba0d8e4a5806,34205.20332750252
162,0e31b19d-3b3a-9486-17d6-0b863d43582a,18066.37005975654
163,0e4bbca8-986c-bbc7-ab91-5f36014340b1,23304.992343111946
164,0e71af64-f01b-2b96-39b7-7be65968b4b7,19409.690293051204
165,0e8472a7-dd33-2379-a88f-58c1237d7b90,-1819.8715767034619
166,0ea39958-fe3b-f4f9-09c9-5e12141c7bda,28419.71446866714
167,0eb23a8c-6de8-e22d-b610-7a8789cd4710,88422.73060156175
168,0ebbe39e-7904-04d6-7d92-71964c43bc46,30193.472633826896
169,0ec1e80e-5586-3fd8-bd41-ebd5df1c57ef,28779.056546611366
170,0ee7aed3-f04a-bb9d-614b-3ebb3845b6bd,6732.031806648065
171,0f128210-703f-39ef-94fe-a8e677f8e9a5,18314.76482450318
172,0f204c42-32eb-d73d-5210-917fa3838004,20760.125000000004
173,0f2a4e48-453d-fe11-f3a6-13e8a01c26cd,-3845.167986629902
174,0f3b07e3-9d7a-774c-bcb2-8b77f5d2e1e6,-387403.9999999999
175,0f424ffa-8abb-572c-8aae-0c3ad31224e0,18321.34345600702
176,0f493112-bc03-d879-6bb7-6a3232975fbc,14523.166666666672
177,0f4b3930-1768-ffd9-d950-c9b19762c946,15317.08694367704
178,0f65fa0f-1d1c-ef46-07f8-2dcafc84d803,13687.80238152576
179,0f66b32d-e19b-5837-1c6a-4b5e7d859725,24979.923573859338
180,0f7b2413-3e36-d4ac-87bd-0b54b97eb522,29877.056531962095
181,0f8b4ec8-66ae-31bd-33e5-7e85cd4aa89a,-15334.930589033742
182,0fa300b3-2f8b-977b-4897-82b2495f3505,22248.5
183,0fc50523-3e8a-6ce6-4c52-4949c3248f55,13874.54166666667
184,0fdb691b-18d4-f0f2-c9f3-66b7b3d6ec5f,49873.64424347507
185,0ff29be8-5075-12a5-2d0c-6ef6c3b0ab23,17053.164780750027
186,100dcfdb-c413-b8e8-319c-7b43aae0a764,11625.858716775841
187,1016e2d7-00ee-7c67-6a72-dceff9f2f4ed,24505.08235090266
188,1022f370-1d74-9571-1251-1980069c2773,30503.08333333334
189,1032fb80-f62c-dc39-eccd-4523e11fe602,12432.286436005179
190,1088a81b-85b1-6cd4-6ea0-026b9cbbb38e,27673.21152995689
191,10b94515-0727-a1ba-a43c-f05a62e973d6,32969.32197854675
192,10fc9eee-0a17-27f7-ea5f-24b6de6fec4b,8896.54501649457
193,10fcbacf-84bf-8051-8aff-0f904cecbd32,23996.442718569182
194,1100e837-af2d-318f-2993-58c828e47422,16622.555575671875
195,111004d0-3dd0-563c-fbbd-cd207c9814b7,11957.144042534732
196,11168820-a76d-4b32-2121-78c70ce131dc,26733.146828640758
197,111f8adc-ef95-2b05-2507-509e35805023,35387.9285949374
198,1122da51-f90c-01ce-dc4c-cadbf2f1553b,36041.58333333334
199,112a2174-9d27-0596-b945-2195d03ce606,12020.346672053845
200,113c1836-77f4-531b-fde9-d47dd89331ac,25137.604654517723
201,113c88f4-d3ca-4477-0fa2-d2731240c5fa,33526.26072185598
202,1140b40c-0fa1-a3f1-d171-649d930d25ab,14616.717900066196
203,1157c073-b3e1-9908-93f0-e4b4387138d4,12093.0
204,115d3e44-3adf-6a11-c62d-d64a97fb334b,34435.12500000001
205,116febe7-aa0c-c327-1daa-42fc90b15e3d,17826.13387585017
206,117d0b17-70f4-98cd-6cb0-08dcb00c1552,30117.59220033047
207,11d56acf-680f-e5e2-60c3-6cdd9937f592,8163.175848111273
208,11d7ad85-6e2d-c604-5ac0-407b8f06d1a1,30338.072565978757
209,11df13ab-c687-9c27-289c-ae081512ae13,22838.425687646763
210,11e4a4de-bcd4-823a-edc5-4265f82e4074,13035.35579770315
211,11ebcd49-428a-1c22-d5fd-b76a19fbeb1d,18586.70833333334
212,12053b52-97ac-f637-28fa-4de926f975cd,11540.263429980736
213,1222512c-05f4-f847-8e02-ddeafdc9dcb2,12022.317349871784
214,1291b3fc-32b3-5a9c-fa43-e1e46bb35fd3,29231.904848368213
215,12ccfc6b-afd4-db68-6a8e-892e93b29e24,17172.287323434088
216,12d2d972-0dbe-9e15-0be7-3c9903b57080,15558.916100500937
217,12e00905-d492-4f25-2edb-c324bdff359f,27510.58723556924
218,12f6c3db-462f-e9e0-2c37-d027e4443472,11272.784926016968
219,12fd3550-ff88-c3ce-a49c-c66396cd2a09,25691.1848154795
220,12fefd05-2eb2-e5cf-04f1-411ec296d339,14117.208333333338
221,130e7fb3-30dd-f93e-4ea0-e0ffe80249a1,17795.333333333336
222,13169396-7edd-05ba-2901-cb3a82132bfe,41136.684750815984
223,1320cceb-0100-7f9b-e3e5-7d420711f067,6737.828754290047
224,133f10a2-163c-fe1d-f72f-3bde631453f4,-46003.9374773655
225,13843901-b020-b8d4-529b-eb354fa09d36,7693.91371325115
226,139dfab3-82ea-ae3a-10e6-8f8ca77ff11f,11651.737985375019
227,139e5ca2-b9e7-f780-421c-f26265739938,17423.742331567926
228,13bfa947-97ff-36e7-3877-b7373cc61e47,18862.83795072008
229,13c49a5c-892c-5c7c-12c1-138bd7bec639,11072.295393889603
230,13d38ea2-041b-1a61-0ba8-e7bede3f29da,27034.12725123274
231,13d57a5d-14b9-40d4-0016-9220d9f8e6a2,20916.665899091306
232,13f14080-3c0d-d51a-9e00-559b2802e605,18533.67274770957
233,14147859-a64c-f2a4-b0c1-7411dcf52296,13506.93270157742
234,1419dcce-e53c-5dce-f909-a05f13618547,14954.359758070603
235,142a6c95-d908-2a42-b448-0761505e9c9b,8374.497118464758
236,142d58d4-2969-fdb3-443b-9a35fcc825d6,30387.707021432445
237,143a863b-a651-7b48-e0f1-f143a529c5c4,37524.43352536507
238,1450e2ed-3da1-04bc-f565-e82a79a975ca,12023.564093450885
239,145d73e5-9d7c-6677-4d2a-3482b083d572,35921.29166666667
240,1480f037-d39a-4bb0-d62b-68d41880fa4b,7523.375000000002
241,148b2758-d7ab-7928-09e4-69e6ec62b2c8,16657.44829870027
242,1498ae4d-578c-2f3f-6359-2e06dbcc08e9,5509.072065018847
243,14aa451c-a69c-fb85-d432-f8db6a174c1c,26560.111657862704
244,14accba7-27c6-590f-b5e4-a3c8d11dcd8c,21599.560848642137
245,14c20481-c397-bd84-33e9-e4a3e6780b82,5574.549229620397
246,14dddbc7-b388-4ab6-8df7-6120a4c866ba,49049.10143141885
247,14dfffd5-9d9f-2090-7af9-439753a34be0,29516.216464023335
248,1501a2e7-849b-395e-8d24-a4519358bf49,22173.158164153538
249,15396133-99a7-7bc7-fa02-429844f4a629,10300.598695407603
250,1543d439-6682-988f-d8a8-120f9eff7cb4,-3675.479160980758
251,155f8547-212d-a1b3-6a02-ec752028332f,25010.592356408917
252,156cb7fa-fa7d-50b7-409b-282805e72a36,23428.916833588795
253,1586fdba-1b32-52e9-7a59-3681602d7023,16980.73788246431
254,158f522c-c95e-4d57-59c6-d80fdfa149a3,12524.916666666668
255,159101f7-a196-1415-d97e-9b9bdfe9e732,24870.594587915904
256,159a1f56-4875-7d87-5304-ca7f598ec4e7,12128.419031995047
257,15bc455d-2424-6679-06ea-3809a3128f0d,20344.1880466631
258,15dc9a26-52b3-fb34-55ff-60d690a069ba,36755.41666666667
259,15e65881-2bae-5e56-4fa6-5a066a07a3b5,5627.966322224679
260,15febd74-3d19-7890-8785-e15d248ccbf2,17917.585007226724
261,160d0b9e-1004-d975-c045-883b940f737e,-40082.40854333906
262,16167a2f-57a4-7b99-5e0a-3abdc50613ab,8321.510934538717
263,16287911-88ed-d6d3-d9a0-690f696195fa,15688.759891927028
264,162cfb5e-e592-e880-476f-43b1fd64bfa1,2006.0
265,1630e516-fc90-c415-a77c-da6a9cea2542,20345.006300750232
266,1654012d-5968-8841-0df5-d972076ef1af,23159.20833333334
267,165e91d9-abae-20c5-0a18-1db14f0d3e4e,12608.625000000004
268,166c7896-c402-0136-0893-8bc288dd552d,20127.79879776141
269,167e90f3-5827-0fd8-3ef1-15c4739dca18,27221.07530094879
270,169b1c5b-5707-f35d-c4b2-d266376407b6,14937.301606033321
271,16a5f201-2194-402f-c96f-58d12bf2bae3,15707.000000000002
272,16cfe688-e36d-1329-836a-b7d894108cad,30473.425070849873
273,16db36e4-d4ae-3486-2b19-4984f49eb5a6,31309.830382724438
274,16ea9d5d-3987-c9a0-d8d0-b8c8304ec17f,-337.80434655485055
275,1724d5d4-1a24-edee-0e21-81ee475d264a,17785.202227212296
276,172e1f60-d2d8-eb6d-95c8-2c9e7e92596f,15387.458333333336
277,174074b1-1cc2-be3e-e2c3-cf6d99d7103f,33407.7992690918
278,175d90c2-1b82-0dfe-72d3-bb8e8315b0fd,-437262.9999999999
279,1775336d-71ea-cd05-49a3-e80e966e1277,20487.916666666668
280,17896f55-996e-bdeb-6f24-c62249a17c2f,20574.916666666675
281,1797ce99-3847-5bac-0acd-bea381b8190d,109823.44362098776
282,17b18e6e-78af-f58e-c058-a332b4cfafa8,31973.960601761475
283,17bab888-7923-72e2-31a2-baf81c660eb4,14044.917390986697
284,17bed29c-7a44-47ab-d0d2-1057e66e9245,17596.205700355007
285,17bee0fb-6eb8-726a-ea27-f6844fb99d21,19380.362678666257
286,17fc422c-9683-1b09-e8b1-74a4e039edb1,27428.062019422527
287,18048d66-81cd-ea01-fd5a-124f58e6c0d5,16516.237325833317
288,182165fc-3f84-747c-8d94-3a55e11a4073,34493.72502151788
289,183f4ba6-8406-2771-8ad5-9b66dc3c6bbb,4058.0
290,184f9dfb-46a8-0235-2f0d-b24636ff9f99,11831.662358188632
291,185414be-c131-ae69-e608-6f3694df91fd,14395.325444331018
292,186f4ef1-4977-7f5b-9a61-4ac871a953e2,15107.66666666667
293,187062f9-d7d9-cd2c-352a-bdc0d492a3f9,6099.649967759402
294,18ca93c2-7eb4-6683-8641-d7d2cc4b58ca,27508.131057803395
295,18ce1760-1b67-ea42-03c4-1edf304cb53b,20281.83333333334
296,1903b45f-d01c-f935-6803-2f7efef06b04,19282.647337226852
297,191650e3-1800-201a-9cc6-d3515f1078cc,15569.291666666673
298,1932263c-4eec-95b0-14c3-0b503d0daad0,10250.625000000002
299,194a5bfd-cf3f-0e62-13ea-5afc0fdde282,32356.0
300,196b9e48-576d-4b43-3779-f15b8d650fb6,18412.141113756694
301,198b0bae-83cf-26bc-9635-d3803ad08397,8222.75505323927
302,19b6b91b-1f69-5a01-f5f5-b0d2042e4fec,29210.500000000004
303,19c2337d-9e05-16bc-b8fc-3b17b28f5ba2,12140.560564304276
304,19faa06e-0c0a-5967-7579-501a62fda854,16143.22600934237
305,1a00cb00-31f1-f4f4-4c9d-c9a84da3ea8f,9964.80022723775
306,1a0408e7-cbab-e5d7-228c-77158f8ac4cd,26856.535947588945
307,1a065dbd-1d07-442e-e29f-714a66922c21,31513.294310081892
308,1a54acb2-265a-9190-55b1-f1c6059251e1,18357.276810273845
309,1a6d21ee-5788-56c6-a214-6c955b175f71,38327.0
310,1a876490-6bc0-97af-7348-d420b6605c8d,14816.115581160855
311,1a8fbfdb-a941-d04b-bb42-a6d69ecc67c8,12480.211012494527
312,1a98d8ed-0829-2d09-f449-70bb40532330,24183.528812999968
313,1a9e8547-147a-08ac-c65d-8e4ed01e488b,9848.624040720224
314,1aba80c6-ac6b-8f89-7946-96be2e94d11d,22240.063765581253
315,1abb2b4b-be99-d695-871d-7732882fb74a,12199.73529005577
316,1aca7acd-33b8-7dd4-41c8-8b1f12ac9b7f,18343.958333333336
317,1acd3824-43ab-4db8-0e45-aea58fdd2315,17366.55005096514
318,1ad9ec63-ba64-fb01-676c-5c21513a81ca,38332.43956235048
319,1ae775f3-884d-d410-edee-b4928e30c090,28553.721844779448
320,1aff2f25-96be-ad62-d52d-a285543e882c,23216.54166666667
321,1b03812d-e0e7-ce67-6b68-400f5699f506,13662.625000000004
322,1b3d0270-1d60-ee66-1540-e2f14f22070d,26090.491366087732
323,1b6043ff-8cb8-bbd1-79d0-6ea37ab395cc,8811.348897873773
324,1b67be6a-1da8-c911-a87f-97152f64aa0c,30818.75961700338
325,1b68e042-7ad6-4485-31d8-c1e97783ee8e,-15458.068241320667
326,1b72665d-e54f-522b-9a83-8b2586d8aae1,7673.980431507434
327,1b90c259-75fc-3303-2567-1f9857916b31,13756.694229689194
328,1b99c695-8e12-d681-67c2-3431fec62869,34758.027145366505
329,1bbf9922-a6db-74d1-a748-687529bdf604,50038.81829188112
330,1bca6d0c-f0f5-e32e-2218-160c34f33a4e,27415.061844644024
331,1beaf9cf-af3c-b9d0-a92c-3c3e3957f082,85973.54371748702
332,1c029e94-042f-1b60-406d-8d65cd5bcd62,18095.091270092154
333,1c20c184-9235-5e65-7255-60d21922cb0f,22689.666666666675
334,1c587671-fa0c-4ab2-4c40-9da075f3c528,34895.73218855144
335,1c62bb4f-1db4-8978-a9ca-8e12332a8f85,14822.220971980387
336,1c638f11-b8b0-b524-fefe-2773c02bae0c,19985.113796142206
337,1c6b9310-9450-f383-04c7-5ec0cf2e638a,20848.47179342588
338,1c723c20-b699-7df2-e9b4-cbf6f1843d7e,14126.170679512343
339,1c8e8f7f-ec85-a655-c8a8-135a816db439,6267.577040844846
340,1c9c6f09-33c7-1c2c-29bc-0aad0c703c63,-5546.829239942359
341,1cf9dc02-e46d-4b78-d058-4a2e2d3e176c,23349.03157684212
342,1d010478-c110-412c-3843-1ed6258694b6,15829.129420468824
343,1d025dad-7570-b84e-14c2-7cc73ce25a5c,26211.626333964952
344,1d0f64d2-3bba-a05b-f77b-f1ce58fb4205,15954.404569357244
345,1d1a9ea3-adc7-bc54-42b3-7a4b711e02d4,-12021.460487669014
346,1d3cec2d-5d67-751a-30f1-568ef154bf5f,19058.295256307516
347,1d4d1180-4c6e-6fbb-37fe-f6b501fda698,18103.777049221473
348,1d638731-48cb-df4c-aa99-e8641ee1ecba,15490.812227535213
349,1d7173e5-5bc7-fdeb-3123-4efe6e648043,19328.233896119622
350,1d87667a-79b6-38c8-0449-0b5daa14625c,20972.132280903134
351,1dadcde9-ca4f-1281-2d58-323b4e1272f5,24574.33088218677
352,1daf1a12-db19-a9b5-54fa-fe77e9f9cbb4,10302.0
353,1dafc318-d82c-4825-9eb7-e4e373df18f6,18832.04041242816
354,1dc96d0d-1393-0152-8acd-efbceb103fc3,27990.164245255448
355,1dcb8cef-9003-2393-af05-e6a4fb56fbf3,18853.47713267945
356,1ddf0b60-d303-e110-1b6d-74b69e231886,31032.446425206857
357,1ddf3199-a03c-f061-a8a7-d3daf0591d22,33136.22957561161
358,1e34efba-67a7-3ff9-8167-02841d62367e,58092.38000194102
359,1e385e0d-59b5-6cf0-d16b-babc4b580f58,38136.70040351638
360,1e3f6d3e-27b0-97f3-ed76-31fc71e16a87,107872.8454602695
361,1e486763-ecc1-f73a-f6da-8ea4104f6fa2,24308.20470424194
362,1e5d8549-6d49-693c-ebb0-5e2e895b13fd,11016.993868285514
363,1e8a1bf6-2450-823b-0d0b-b2e73249f8a6,8795.785840471215
364,1e8e2d52-2ab9-c185-1af0-ed2850bea76b,17377.038785554316
365,1e8ea4a1-fa58-8c04-b91e-88a3a5c0cbd1,6316.0
366,1ea70756-a1d5-77a4-26b4-a0a71cf0589d,40381.42135766365
367,1eb04cb7-0096-7ade-c757-2fa2ca6f301f,25930.0
368,1ee29ac7-6031-6c76-d276-46905453e720,2974.767520037287
369,1eee405e-bd40-57b0-c0b7-3b0679fffc76,39711.74686889368
370,1efb7ecb-8810-d944-4db3-42e121931fdd,23844.767043264223
371,1f1472db-c7ff-1f21-8839-e2b5409d108c,27533.4892770871
372,1f16cd2c-1cb0-aef7-7f29-680380fccbc0,10216.664498687998
373,1f1bcdd9-45e0-10bf-593e-1630cdb3e4b2,7810.685832351559
374,1f265d01-60e2-48c1-af5f-7bd63021c8ad,27076.68269480458
375,1f5409f2-0ae8-58cc-46d0-db988d035321,23825.06680556266
376,1f626a97-ebe7-ef91-9092-0b690abc847e,13582.749999999998
